Topic,Title,Abstract,KeyWords
Data Mining,Detecting Financial Fraud Using Data Mining Techniques: A Decade Review from 2004 to 2015,"Objective: Financial fraud has been a big concern for many organizations across industries; billions of dollars are lost yearly because of this fraud. So businesses employ data mining techniques to address this continued and growing problem. This paper aims to review research studies conducted to detect financial fraud using data mining tools within one decade and communicate the current trends to academic scholars and industry practitioners. Method: Various combinations of keywords were used to identify the pertinent articles. The majority of the articles retrieved from Science Direct but the search spanned other online databases (e.g., Emerald, Elsevier, World Scientific, IEEE, and Routledge - Taylor and Francis Group). Our search yielded a sample of 65 relevant articles (58 peer-reviewed journal articles with 7 conference papers). Onefifth of the articles was found in Expert Systems with Applications (ESA) while about one-tenth found in Decision Support Systems (DSS). Results: 41 data mining techniques were used to detect fraud across different financial applications such as health insurance and credit card. Logistic regression model appeared to be the leading data mining tool in detecting financial fraud with a 13% of usage.In general, supervised learning tool have been used more frequently than the unsupervised ones. Financial statement fraud and bank fraud are the two largest financial applications being investigated in this area – about 63%, which corresponds to 41 articles out of the 65 reviewed articles. Also, the two primary journal outlets for this topic are ESA and DSS. Conclusion: This review provides a fast and easy-to-use source for both researchers and professionals, classifies financial fraud applications into a highlevel and detailed-level framework, shows the most significant data mining techniques in this domain, and reveals the most countries exposed to financial fraud.","Financial fraud, fraud detection, data mining techniques, literature review."
Data Mining,A Comprehensive Survey of Big Data Mining Approaches in Cloud Systems,"Cloud computing, data mining, and big online data are discussed in this paper as hybridization possibilities. The method of analyzing and visualizing vast volumes of data is known as the visualization of data mining. The effect of computing conventions and algorithms on detailed storage and data communication requirements has been studied. When researching these approaches to data storage in big data, the data analytical viewpoint is often explored. These terminology and aspects have been used to address methodological development as well as problem statements. This will assist in the investigation of computational capacity as well as new knowledge in this area. The patterns of using big data were compared in many articles. In this paper, we research Big Data Mining Approaches in Cloud Systems and address cloudcompatible problems and computing techniques to promote Big Data Mining in Cloud Systems.","Big Data, Data Computing, Big Data Mining, Cloud Computing"
Data Mining,A Self Monitoring and Analyzing System for Solar Power Station using IoT and Data Mining Algorithms,"Renewable energy sources are gaining a significant research attention due to their economical and sustainable characteristics. In particular, solar power stations are considered as one of the renewable energy systems that may be used in different locations since it requires a lower installation cost and maintenance than conventional systems, despite the fact that they require less area. In most of the small generating stations, space occupancy is controlled by placing the equipment on an open terrace. However, for large-scale power generating stations, acres of land are required for installation. Human employers face a challenging task in maintaining such a large area of power station. Through IoT and data mining techniques, the proposed algorithm would aid human employers in detecting the regularity of power generation and failure or defective regions in solar power systems. This allows performing a quick action for the fault rectification process, resulting in increased generating station efficiency. ","Solar panel maintenance, maximum power generation, IoT, data mining, solar panel"
Data Mining,Fischer Linear Discrimination and Quadratic Discrimination Analysis-Based Data Mining Technique for Internet of Things Framework for Healthcare,"The internet of reality or augmented reality has been considered a breakthrough and an outstanding critical mutation with an emphasis on data mining leading to dismantling of some of its assumptions among several of its stakeholders. In this work, we study the pillars of these technologies connected to web usage as the Internet of things (IoT) system's healthcare infrastructure. We used several data mining techniques to evaluate the online advertisement data set, which can be categorized as high dimensional with 1,553 attributes, and the imbalanced data set, which automatically simulates an IoT discrimination problem. The proposed methodology applies Fischer linear discrimination analysis (FLDA) and quadratic discrimination analysis (QDA) within random projection (RP) filters to compare our runtime and accuracy with support vector machine (SVM), K-nearest neighbor (KNN), and Multilayer perceptron (MLP) in IoT-based systems. Finally, the impact on number of projections was practically experimented, and the sensitivity of both FLDA and QDA with regard to precision and runtime was found to be challenging. The modeling results show not only improved accuracy, but also runtime improvements. When compared with SVM, KNN, and MLP in QDA and FLDA, runtime shortens by 20 times in our chosen data set simulated for a healthcare framework. The RP filtering in the preprocessing stage of the attribute selection, fulfilling the model's runtime, is a standpoint in the IoT industry. Index Terms: Data Mining, Random Projection, Fischer Linear Discriminant Analysis, Online Advertisement Dataset, Quadratic Discriminant Analysis, Feature Selection, Internet of Things.",Fischer linear discriminant analysis; Internet of Things—IoT; data mining; feature exaction and selection; healthcare applications; quadratic discriminant analysis (QDA).
Data Mining,Intelligent Recommendation System Based on Mathematical Modeling in Personalized Data Mining,"With the advent of the era of big data, data mining has become one of the key technologies in the field of research and business. In order to improve the efficiency of data mining, this paper studies data mining based on the intelligent recommendation system. Firstly, this paper makes mathematical modeling of the intelligent recommendation system based on association rules. After analyzing the requirements of the intelligent recommendation system, Java 2 Platform, Enterprise Edition, technology is used to divide the system architecture into the presentation layer, business logic layer, and data layer. Recommendation module is divided into three substages: data representation, model learning, and recommendation engine. *en, the fuzzy clustering algorithm is used to optimize the system. After the system is built, the performance of the system is evaluated, and the evaluation indexes include accuracy, coverage, and response time. Finally, the system is put into a trial operation of an e-commerce platform. *e click-through rate and purchase conversion rate of recommended products before and after the operation are compared, and a questionnaire survey is randomly launched to the platform users to analyze the user satisfaction. *e experimental data show that the MAE of this system is the lowest, maintained at about 0.73, and its accuracy is the highest; before the recommended threshold exceeds 0.5, the average coverage rate of this system is the highest: 0.75; in Q1–Q5 subsets, the shortest response time of the system is 0.2 s. Before and after the operation of the system, the average click-through rate increased by 11.04%, and the average purchase rate increased by 9.35%. Among the 1216 users, 43% of the users were satisfied with 4 and 9% with 1. *is shows that the system algorithm convergence speed is fast; it can recommend products more in line with user needs and interests and promote higher click-through rate and purchase rate, but user satisfaction can be further improved.",data mining recommendation system fuzzy clustering mathematical modeling
Data Mining,Early warning of enterprise finance risk of big data mining in internet of things based on fuzzy association rules,"As the big data, Internet of Things, cloud computing, and other ideas and technologies are integrated into social life, the big data technology can improve the corporate financial data processing. At the same time, with the fiercer competition between enterprises, investors and enterprises have paid more attention to the role of financial crisis warning in corporate management. The work selected the multiple financial indicators based on big data mining in Internet of Things. The rules between all financial indicators were found to choose more representative financial risk indicators. Then the frequent fuzzy option set was determined by FCM (fuzzy cluster method), parallel rules, and parallel mining algorithm, thus obtaining the fuzzy association rules that satisfy the minimum fuzzy credibility. Finally, the relevant data of listed companies were selected to analyze the corporate financial risks, which verified the method proposed in the work.",Big data  Internet of Things  Financial risk  Fuzzy clustering  Data mining
Data Mining,A BIM-data mining integrated digital twin framework for advanced project management,"With the focus of smart construction project management, this paper presents a closed-loop digital twin framework under the integration of Building Information Modeling (BIM), Internet of Things (IoT), and data mining (DM) techniques. To be specific, IoT connects the physical and cyber world to capture real-time data for modeling and analyzing, and data mining methods incorporated in the virtual model aim to discover hidden knowledge in collected data. The proposed digital twin has been verified in a practical BIM-based project. Based on large inspection data from IoT devices, the 4D visualization and task-centered or worker-centered process model are built as the virtual model to simulate both the task execution and worker cooperation. Then, the high-fidelity virtual model is investigated by process mining and time series analysis. Results show that possible bottlenecks in the current process can be foreseen using the fuzzy miner, while the number of finished tasks in the next phase can be predicted by the multivariate autoregressive integrated moving average (ARIMAX) model. Consequently, tactic decision-making can realize to not only prevent possible failure in advance, but also arrange work and staffing reasonably to make the process adapt to changeable conditions. In short, the significance of this paper is to build a data-driven digital twin framework integrating with BIM, IoT, and data mining for advanced project management, which can facilitate data communication and exploration to better understand, predict, and optimize the physical construction operations. In future works, more complex cases with multiple data streams will be used to test the developed framework, and more detailed interpretations with the actual observations of construction activities will be given.",Digital twinBuilding information modeling (BIM)Process miningTime series analysis
Data Mining,Data Mining for the Internet of Things: Literature Review and Challenges,"The huge data generate by the Internet of Things (IOT) are measured of high business worth, and data mining algorithms can be applied to IOT to take out hidden information from data. In this paper, we give a methodical way to review data mining in knowledge, technique and application view, together with classification, clustering, association analysis and time series analysis, outlier analysis. And the latest application luggage is also surveyed. As more and more devices connected to IOT, huge volume of data should be analyzed, the latest algorithms should be customized to apply to big data. We reviewed these algorithms and discussed challenges and open research issues. At last a suggested big data mining system is proposed.","Internet of things, Classification, clustering, Association analysis."
Data Mining,Applying data mining techniques to explore user behaviors and watching video patterns in converged IT environments,"Comfortable leisure and entertainment is expected through multimedia. Web multimedia systems provide diversified multimedia interactions, for example, sharing knowledge, experience and information, and establishing common watching habits. People use information technology (IT) systems to watch multimedia videos and to perform interactive functions. Moreover, IT systems enhance multimedia interactions between users. To explore user behaviors in viewing multimedia videos by key points in time, multimedia video watching patterns are analyzed by data mining techniques. Data mining methods were used to analyze users’ video watching patterns in converged IT environments. After the experiment, we recorded the processes of clicking the Web multimedia video player. The system logs of using the video player are classified into four variables, playing time, active playing time, played amount, and actively played amount. To explore the four variables, we apply the k-means clustering technique to organize the similar playing behavior patterns of the users into three categories: actively engaged users, watching engaged users, and long engaged users. Finally, we applied statistical analysis methods to compare the three categories of users’ watching behaviors. The results showed that there were significant differences among the three categories.",Data mining techniques · User behaviors · Watching video patterns · Converged IT environments
Data Mining,A Simulation-driven Methodology for IoT Data Mining Based on Edge Computing,"With the ever-increasing diffusion of smart devices and Internet of Things (IoT) applications, a completely new set of challenges have been added to the Data Mining domain. Edge Mining and Cloud Mining refer to Data Mining tasks aimed at IoT scenarios and performed according to, respectively, Cloud or Edge computing principles. Given the orthogonality and interdependence among the Data Mining task goals (e.g., accuracy, support, precision), the requirements of IoT applications (mainly bandwidth, energy saving, responsiveness, privacy preserving, and security) and the features of Edge/Cloud deployments (de-centralization, reliability, and ease of management), we propose EdgeMiningSim, a simulation-driven methodology inspired by software engineering principles for enabling IoT Data Mining. Such a methodology drives the domain experts in disclosing actionable knowledge, namely descriptive or predictive models for taking effective actions in the constrained and dynamic IoT scenario. A Smart Monitoring application is instantiated as a case study, aiming to exemplify the EdgeMiningSim approach and to show its benefits in effectively facing all those multifaceted aspects that simultaneously impact on IoT Data Mining.","Data mining, Internet of Things, cloud computing, edge computing computer system organisation"
Data Mining,Machine learning and data mining in manufacturing, "Manufacturing organizations need to use different kinds of techniques and tools in order to fulfill their foundation goals. In this aspect using machine learning (ML) and data mining (DM) techniques and tools could be very helpful for dealing with challenges in manufacturing. Therefore in this paper a comprehensive literature review is presented to provide an overview of how machine learning techniques can be applied to realize manufacturing mechanisms with intelligent actions. Furthermore it points to several significant research questions that are unanswered in the recent literature having the same target. Our survey aims to provide researchers with a solid understanding of the main approaches and algorithms used to improve manufacturing processes over the past two decades. It presents the previous ML studies and recent advances in manufacturing by grouping them under four main subjects: scheduling monitoring quality and failure. It comprehensively discusses existing solutions in manufacturing according to various aspects including tasks (i.e. clustering classification regression) algorithms (i.e. support vector machine neural network) learning types (i.e. ensemble learning deep learning) and performance metrics (i.e. accuracy mean absolute error). Furthermore the main steps of knowledge discovery in databases (KDD) process to be followed in manufacturing applications are explained in detail. In addition some statistics about the current state are also given from different perspectives. Besides it explains the advantages of using machine learning techniques in manufacturing expresses the ways to overcome certain challenges and offers some possible further research directions.","Machine learning Data mining Manufacturing Classification Clustering"
Data Mining,Data Mining Framework for Nutrition Ranking: Methodology: SPSS Modeller,The goal of this research is to use the technology of Data Mining in a dataset for a ranking of three diets on the respondents and investigate such tools advantages and limitations such as large amount of manipulation before analysis replications with the same results from the analysis bias. Here we can see the ethical consequences of such programs in details.,"Data Science, Nutrition Assessment, Clustering Analysis"
Data Mining,Sports decision-making model based on data mining and neural network,"The sports decision-making system is affected by many factors, and the sports decision-making system itself is a complex decision-making system, including multiple micro-systems. In order to construct a more scientific sports decision-making model, this paper builds a sports decision-making model based on data mining and neural network based on data mining technology and neural network algorithms. Moreover, based on the analysis of system theory, stakeholder theory and multi-objective decision-making theory, this paper provides a theoretical basis for the study of multi-objective decision-making problems in sports events. In addition, this paper discusses the starting point of decision-making and the scope of research from the basic concepts of sports decision-making and analyzes the multi-objective decision-making system of sports decision-making. At the same time, on this basis, this paper designs a multi-objective decision-making model for sports events, and finally conducts empirical research based on the designed model. Through empirical analysis and simulation research, it can be known that the combined model constructed in this paper performs well and has certain practical effects.",Data mining  Neural network  Machine learning  Sports decision-making
Data Mining,Knowledge Discovery for Higher Education Student Retention Based on Data Mining: Machine Learning Algorithms and Case Study in Chile,"Data mining is employed to extract useful information and to detect patterns from often large data sets, closely related to knowledge discovery in databases and data science. In this investigation, we formulate models based on machine learning algorithms to extract relevant information predicting student retention at various levels, using higher education data and specifying the relevant variables involved in the modeling. Then, we utilize this information to help the process of knowledge discovery. We predict student retention at each of three levels during their first, second, and third years of study, obtaining models with an accuracy that exceeds 80% in all scenarios. These models allow us to adequately predict the level when dropout occurs. Among the machine learning algorithms used in this work are: decision trees, k-nearest neighbors, logistic regression, naive Bayes, random forest, and support vector machines, of which the random forest technique performs the best. We detect that secondary educational score and the community poverty index are important predictive variables, which have not been previously reported in educational studies of this type. The dropout assessment at various levels reported here is valid for higher education institutions around the world with similar conditions to the Chilean case, where dropout rates affect the efficiency of such institutions. Having the ability to predict dropout based on student’s data enables these institutions to take preventative measures, avoiding the dropouts. In the case study, balancing the majority and minority classes improves the performance of the algorithms.",data analytics; databases; data science; Friedman test; socioeconomic index; university dropout
Data Mining,Oppositional based Laplacian grey wolf optimization algorithm with SVM for data mining in intrusion detection system,Identifying intruders using data mining approach in recent trend provides better detection rate when compared with other classical systems. In this paper we introduced Oppositional based Laplacian grey wolf optimization algorithm for clustering the class of attacks based on the similarity and active learning of SVM classification using this optimization algorithm. The results of the proposed algorithm have been evaluated with standard metrics and compared with the recent algorithms to prove its significance. The results of the proposed algorithm show its significance when compared with the existing methodologies.,Intrusion detection system · Grey wolf optimisation  Support vector machine
Data Mining,Trends of global health literacy research (1995–2020): Analysis of mapping knowledge domains based on citation data mining ,"During uncertainties associated with the COVID-19 pandemic, effectively improving people’s health literacy is more important than ever. Drawing knowledge maps of health literacy research through data mining and visualized measurement technology helps systematically present the research status and development trends in global academic circles. Methods This paper uses CiteSpace to carry out a metric analysis of 9,492 health literacy papers included in Web of Science through mapping knowledge domains. First, based on the production theory of scientific knowledge and the data mining of citations, the main bodies (country, institution and author) that produce health literacy knowledge as well as their mutual cooperation (collaboration network) are both clarified. Additionally, based on the quantitative framework of cocitation analysis, this paper introduces the interdisciplinary features, development trends and hot topics of the field. Finally, by using burst detection technology in the literature, it further reveals the research frontiers of health literacy. Results The results of the BC measures of the global health literacy research collaboration network show that the United States, Australia and the United Kingdom are the major forces in the current international collaboration network on health literacy. There are still relatively very few transnational collaborations between Eastern and Western research institutions. Collaborations in public environmental occupational health, health care science services, nursing and health policy services have been active in the past five years. Research topics in health literacy research evolve over time, mental health has been the most active research field in recent years. Conclusions A systematic approach is needed to address the challenges of health literacy, and the network framework of cooperation on health literacy at regional, national and global levels should be strengthened to further promote the application of health literacy research. In the future, we anticipate that this research field will expand in two directions, namely, mental health literacy and eHealth literacy, both of which are closely linked to social development and issues. The results of this study provide references for future applied research in health literacy.",global health literacy knowledge domain data mining analysis
Data Mining,Sports decision-making model based on data mining and neural network,"The sports decision-making system is affected by many factors, and the sports decision-making system itself is a complex decision-making system, including multiple micro-systems. In order to construct a more scientific sports decision-making model, this paper builds a sports decision-making model based on data mining and neural network based on data mining technology and neural network algorithms. Moreover, based on the analysis of system theory, stakeholder theory and multi-objective decision-making theory, this paper provides a theoretical basis for the study of multi-objective decision-making problems in sports events. In addition, this paper discusses the starting point of decision-making and the scope of research from the basic concepts of sports decision-making and analyzes the multi-objective decision-making system of sports decision-making. At the same time, on this basis, this paper designs a multi-objective decision-making model for sports events, and finally conducts empirical research based on the designed model. Through empirical analysis and simulation research, it can be known that the combined model constructed in this paper performs well and has certain practical effects.",Data mining  Neural network  Machine learning  Sports decision-making
Data Mining,A Review of Data Mining Applications in Semiconductor Manufacturing,"For decades, industrial companies have been collecting and storing high amounts of data with the aim of better controlling and managing their processes. However, this vast amount of information and hidden knowledge implicit in all of this data could be utilized more efficiently. With the help of data mining techniques unknown relationships can be systematically discovered. The production of semiconductors is a highly complex process, which entails several subprocesses that employ a diverse array of equipment. The size of the semiconductors signifies a high number of units can be produced, which require huge amounts of data in order to be able to control and improve the semiconductor manufacturing process. Therefore, in this paper a structured review is made through a sample of 137 papers of the published articles in the scientific community regarding data mining applications in semiconductor manufacturing. A detailed bibliometric analysis is also made. All data mining applications are classified in function of the application area. The results are then analyzed and conclusions are drawn.",data mining; semiconductor manufacturing; quality control; yield improvement; fault detection; process control
Data Mining,CBO-IE: A Data Mining Approach for Healthcare IoT Dataset Using Chaotic Biogeography-Based Optimization and Information Entropy,"Data mining is mostly utilized for a huge variety of applications in several fields like education, medical, surveillance, and industries. )e clustering is an important method of data mining, in which data elements are divided into groups (clusters) to provide better quality data analysis. )e Biogeography-Based Optimization (BO) is the latest metaheuristic approach, which is applied to resolve several complex optimization problems. Here, a Chaotic Biogeography-Based Optimization approach using Information Entropy (CBO-IE) is implemented to perform clustering over healthcare IoT datasets. )e main objective of CBO-IE is to provide proficient and precise data point distribution in datasets by using Information Entropy concepts and to initialize the population by using chaos theory. Both Information Entropy and chaos theory are facilitated to improve the convergence speed of BO in global search area for selecting the cluster heads and cluster members more accurately. )e CBO-IE is implemented to a MATLAB 2021a tool over eight healthcare IoT datasets, and the results illustrate the superior performance of CBO-IE based on FMeasure, intracluster distance, running time complexity, purity index, statistical analysis, root mean square error, accuracy, and standard deviation as compared to previous techniques of clustering like K-Means, GA, PSO, ALO, and BO approaches.",IoT optimization optimisation information entropy data mining
Data Mining,A Comparative Analysis of Decision Trees Vis-`a-vis Other Computational Data Mining Techniques in Automotive Insurance Fraud Detection,"The development and application of computational data mining techniques in nancial fraud detection and business failure prediction has become a popular cross-disciplinary research area in recent times involv- ing nancial economists, forensic accountants and computational modellers. Some of the computational techniques popularly used in the context of - nancial fraud detection and business failure prediction can also be eectively applied in the detection of fraudulent insurance claims and therefore, can be of immense practical value to the insurance industry. We provide a compara- tive analysis of prediction performance of a battery of data mining techniques using real-life automotive insurance fraud data. While the data we have used in our paper is US-based, the computational techniques we have tested can be adapted and generally applied to detect similar insurance frauds in other countries as well where an organized automotive insurance industry exists.","ANNs, decision trees, fraud detection, logit model, survival analysis."
Data Mining,Big Data Analysis and Perturbation using Data Mining Algorithm,"The advancement and introduction of computing technologies has proven to be highly effective and has resulted in the production of large amount of data that is to be analyzed. However, there is much concern on the privacy protection of the gathered data which suffers from the possibility of being exploited or exposed to the public. Hence, there are many methods of preserving this information they are not completely scalable or efficient and also have issues with privacy or data utility. Hence this proposed work provides a solution for such issues with an effective perturbation algorithm that uses big data by means of optimal geometric transformation. The proposed work has been examined and tested for accuracy, attack resistance, scalability and efficiency with the help of 5 classification algorithms and 9 datasets. Experimental analysis indicates that the proposed work is more successful in terms of attack resistance, scalability, execution speed and accuracy when compared with other algorithms that are used for privacy preservation. ","Big data, data perturbation, big data privacy, privacy-preservation data mining, information privacy"
Human Computer Interaction,The Talent Training Mode of International Service Design Using a Human-Computer Interaction Intelligent Service Robot From the Perspective of Cognitive Psychology,"To effectively improve the efficiency of international service design talent training and make it more in line with society's needs, we analyze the current status of international service design talent training and its professional training focus. Based on the above problems, from the perspective of cognitive psychology, artificial intelligence and human-computer interaction (HCI) technology are used to construct the international service design talent training mode of the HCI intelligent service robot. This mode can be used to solve the existing teaching problems by using novel means to ensure the quality of teaching. Finally, through the actual analysis of teaching cases, the effectiveness of the proposed talent training mode is verified. The HCI system is based on knowledge of cognitive psychology. According to the characteristics and functions of an educational robot, the robot is combined with traditional teaching activities, and the robot-assisted talent training mode is designed. Robot-assisted talent training is a feasible training method that can improve the efficiency of talent training. Students have confidence in their learning skills before the course, and the confidence is further strengthened after the end of the course. After the course, the students have a stronger sense of cooperation. This study can provide theoretical ideas for the research of international service talent training mode.",artificial intelligence; cognitive psychology; robot; talent training; talent training mode
Human Computer Interaction,Embracing Four Tensions in Human-Computer Interaction Research with Marginalized People,"Human-computer interaction has a long history of working with marginalized people. We sought to understand how HCI researchers navigate work that engages with marginalized people and considerations researchers might work through to expand benefits and mitigate potential harms. In total, 24 HCI researchers, located primarily in the United States, participated in an interview, survey, or both. Through a reflexive thematic analysis, we identified four tensions—exploitation, membership, disclosure, and allyship. We explore the complexity involved in each, demonstrating that an equitable endpoint may not be possible, but this work is still worth pursuing when researchers make certain considerations. We emphasize that researchers who work with marginalized people should account for each tension in their research approaches to move forward. Finally, we propose an allyship-oriented approach to research that draws inspiration from discourse occurring in tangential fields and activist spaces and pushes the field into a new paradigm of research with marginalized people.","Marginalized people, exploitation, membership, disclosure, allyship, tensions HCI "
Human Computer Interaction,Hand Gestures Recognition Using Radar Sensors for Human-Computer-Interaction: A Review,": Human–Computer Interfaces (HCI) deals with the study of interface between humans and computers. The use of radar and other RF sensors to develop HCI based on Hand Gesture Recognition (HGR) has gained increasing attention over the past decade. Today, devices have built-in radars for recognizing and categorizing hand movements. In this article, we present the first ever review related to HGR using radar sensors. We review the available techniques for multi-domain hand gestures data representation for different signal processing and deep-learning-based HGR algorithms. We classify the radars used for HGR as pulsed and continuous-wave radars, and both the hardware and the algorithmic details of each category is presented in detail. Quantitative and qualitative analysis of ongoing trends related to radar-based HCI, and available radar hardware and algorithms is also presented. At the end, developed devices and applications based on gesturerecognition through radar are discussed. Limitations, future aspects and research directions related to this field are also discussed.",hand-gesture recognition; pulsed radar; continuous-wave radars; human–computer interfaces; deep-learning for radar signals
Human Computer Interaction,Braving Citational Justice in Human-Computer Interaction,"Citations are central to the production and sharing of knowledge, and how, why, and where citations are used has been an intense subject of study across disciplines. We discuss citational practices and the politics of knowledge production within the field of Human-Computer Interaction (HCI), drawing on parallels from related fields, and reflecting on our own experiences of being cited and not cited, citing and not citing. We also present recommendations for making concrete changes across the individual and the structural in HCI, related to how citations are viewed, and how the field might advance in solidarity towards greater citational justice.",Citational justice; knowledge production HCI Human computer interaction
Human Computer Interaction,Mapping Human–Computer Interaction Research Themes and Trends from Its Existence to Today: A Topic Modeling-Based Review of past 60 Years,"As it covers a wide spectrum, the research literature of human-computer interaction (HCI) studies has a rich and multi-disciplinary content where there are limited studies demonstrating the big picture of the field. Such an analysis provides researchers with a better understanding of the field, revealing current issues, challenges, and potential research gaps. This study aims to explore the research trends in the developmental stages of the HCI studies over the past 60 years. Automated text mining with probabilistic topic modeling has been used to analyze 41,720 journal articles that are indexed by the SCOPUS database between 1957 and 2018. The results of this study reveal 21 major topics mapping the research landscape of HCI. By extending the discovered topics beyond a snapshot, the topics were analyzed considering their developmental stages, volume, and accelerations to provide a panoramic view that shows the increase and decrease of trends over time. In this context, the transition of HCI studies from machine-oriented systems to human-oriented systems indicates its future direction toward context-aware adaptive systems.",HCI adaptive systems HCI research themes topic modeling 
Human Computer Interaction,User Representations in Human-Computer Interaction,"Cursors, avatars, virtual hands or tools, and other rendered graphical objects, enable users to interact with computers such as PCs, game consoles or virtual reality systems. We analyze the role of these various objects from a user perspective under the unifying concept of “User Representations”. These representations are virtual objects that artificially extend the users’ physical bodies, enabling them to manipulate the virtual environment by performing motor actions that are continuously mapped to their User Representations. In this paper, we identify a set of concepts that are relevant for different User Representations, and provide a multidisciplinary review of the multisensory and cognitive factors underlying the control and subjective experience of User Representations. These concepts include visual appearance, multimodal feedback, sense of agency, input methods, peripersonal space, visual perspective, and body ownership. We further suggest a research agenda for these concepts, which can lead the human-computer interaction community towards a wider perspective of how users perceive and interact through their User Representations.",User representations multimodal feedback peripersonal space visual perspective sense of agency body ownership
Human Computer Interaction,Anisotropic angle distribution learning for head pose estimation and attention understanding in human-computer interaction,"Head pose estimation is an important way to understand human attention in the human-computer interaction. In this paper, we propose a novel anisotropic angle distribution learning (AADL) network for head pose estimation task. Firstly, two key findings are revealed as following: 1) Head pose image variations are different at the yaw and pitch directions with the same pose angle increasing on a fixed central pose; 2) With the fixed angle interval increasing, the image variations increase firstly and then decrease in yaw angle direction. Then, the maximum a posterior technology is employed to construct the head pose estimation network, which includes three parts, such as convolutional layer, covariance pooling layer and output layer. In the output layer, the labels are constructed as the anisotropic angle distributions on the basis of two key findings. And the anisotropic angle distributions are fitted by the 2D Gaussian-like distributions (groundtruth labels). Furthermore, the Kullback-Leibler divergence is selected to measure the predication label and the groundtruth one. The features of head pose images are perceived at the AADL-based convolutional neural network in an end-to-end manner. Experimental results demonstrate that the developed AADL-based labels have several advantages, such as robustness for head pose image missing, insensitivity for the motion blur. Moreover, the proposed method has achieved good performance compared to several state-of-the-art methods on the Pointing’04 and CAS_PEAL_R1 databases.",Head pose estimation Anisotropic angle distribution Convolutional neural network Regularization Learning behavior analysis Human-computer interaction
Human Computer Interaction,Deep learning-based facial emotion recognition for human–computer interaction applications,"One of the most significant fields in the man–machine interface is emotion recognition using facial expressions. Some of the challenges in the emotion recognition area are facial accessories, non-uniform illuminations, pose variations, etc. Emotion detection using conventional approaches having the drawback of mutual optimization of feature extraction and classification. To overcome this problem, researchers are showing more attention toward deep learning techniques. Nowadays, deep-learning approaches are playing a major role in classification tasks. This paper deals with emotion recognition by using transfer learning approaches. In this work pre-trained networks of Resnet50, vgg19, Inception V3, and Mobile Net are used. The fully connected layers of the pre-trained ConvNets are eliminated, and we add our fully connected layers that are suitable for the number of instructions in our task. Finally, the newly added layers are only trainable to update the weights. The experiment was conducted by using the CK + database and achieved an average accuracy of 96% for emotion detection problems.",Human–computer interaction  Transfer learning  Resnet50  VGG 19  Inception V3  MobileNet
Human Computer Interaction,A Review of Human–Computer Interaction and Virtual Reality Research Fields in Cognitive InfoCommunications,"Cognitive infocommunications (CogInfoCom) is a young and evolving discipline that is at the crossroads of information and communication technology (ICT) and cognitive sciences with many promising results. The goal of the field is to provide insights into how human cognitive capabilities can be merged and extended with the cognitive capabilities of the digital devices surrounding us, with the goal of enabling more seamless interactions between humans and artificially cognitive agents. Results in the field have already led to the appearance of numerous CogInfoCom-based technological innovations. For example, the field has led to a better understanding of how humans can learn more effectively, and the development of new kinds of learning environment have followed accordingly. The goal of this paper is to summarize some of the most recent results in CogInfoCom and to introduce important research trends, developments and innovations that play a key role in understanding and supporting the merging of cognitive processes with ICT.",cognitive infocommunications; CogInfoCom; HCI; VR
Human Computer Interaction,Federated Learning Meets Human Emotions: A Decentralized Framework for Human–Computer Interaction for IoT Applications,"As stated by Spock, “change is the essential process of all existence,” which is reflected in everyday applications in our daily lives. We, as humans, just need to find a way to make the best use of the current technological advances. The pandemic has managed to exploit our deepest vulnerabilities and insecurities. We need to cope with a lot of things, just to be comfortable in the new normal. Hence, we can rely on technology, the greatest asset developed by humans. In this article, we discuss how we can enhance the work environment in offices post-pandemic. We combine federated learning with emotion analysis to create a state-of-the-art, simple, secure, and efficient emotion monitoring system. We combine facial expression and speech signals to find out macroexpressions and create an emotion index that is monitored to find the mental health of the user. Federated learning enables users to locally train the model without compromising his/her privacy. In place of sending data to the centralized server, the proposed scheme sends only model weights that are combined at the server to make a better global model, which is further pushed back to the users. This model is then trained interorganizational as it does not violate the privacy or data sharing to achieve optimal results. The data collected from users are monitored to analyze the mental health and presented with counseling solutions during low times. Technology is a panacea that has enabled us to survive in this pandemic, and by using our solution to improve work culture and the environment in post-pandemic times.","Computer vision, federated learning, machine learning, sentiment analysis"
Human Computer Interaction,Human–computer interaction-based Decision Support System with Applications in Data Mining,"Human–computer interaction (HCI) plays a vital role in modern intelligent systems, such as brain–machine integration, human action recognition, telemedicine, and somatosensory game. A decision support system is a combination of the information system and decision-making technology. Visual human–computer interaction decision-making is a key technique in the decision support system. This paper proposes a new visual decision-making system applicable for industrial applications, i.e. data mining topics. To assist the performance of the proposed visual decision-making system, it is designed for data mining technique applications. Furthermore, the architecture of the decision support system is analyzed based on practical data mining case study. The comprehensive experiment shows that the proposed method is effective and robust in comparison to other methods.",Human–computer interactionData miningDecision support systemDecision-makingIntelligent systems
